Name,Conditions,NCT_Number,Phases,Prob_unapproval,Prob_approval
_ERTAPENEM,URINARY TRACT INFECTIONS,NCT03218800,Phase 3,0.0018003633234534848,0.9981996366765464
_CEFOTAXIME,SPONTANEOUS BACTERIAL PERITONITIS,NCT04168099,Phase 3,0.00881947261663286,0.9911805273833671
_GEMIFLOXACIN,SPONTANEOUS BACTERIAL PERITONITIS,NCT04168099,Phase 3,0.0522608080385832,0.9477391919614168
_NITAZOXANIDE,CHRONIC HEPATITIS B,NCT03905655,Phase 2,0.13791209416028946,0.8620879058397104
_DOM,CHRONIC HEPATITIS B,NCT02287857,Not Applicable,0.1593244348208922,0.8406755651791077
_SOFOSBUVIR,HEPATITIS B INFECTION,NCT03312023,Phase 2,0.020638572009299087,0.9793614279907008
_LEDIPASVIR,HEPATITIS B INFECTION,NCT03312023,Phase 2,0.09986902602148179,0.900130973978518
_SOFOSBUVIR,LIVER TRANSPLANT|HEPATITIS C,NCT03819322,Phase 2,0.009181669071959199,0.9908183309280407
_PRADEFOVIR_MESYLATE,CHRONIC HEPATITIS B,NCT04543565,Phase 3,0.4267006252423773,0.5732993747576227
_PRADEFOVIR,CHRONIC HEPATITIS B,NCT04543565,Phase 3,0.39395319035871973,0.6060468096412803
_MISOPROSTOL,CLOSTRIDIUM DIFFICILE,NCT03617172,Phase 2,0.25798434336796844,0.7420156566320314
_RABEPRAZOLE,INFECTIOUS DISEASES,NCT04489797,Phase 1,0.10683995777244594,0.8931600422275541
_ACALABRUTINIB,INFECTIOUS DISEASES,NCT04489797,Phase 1,0.45240951087716913,0.5475904891228308
_EPLERENONE,HIV INFECTION,NCT02740179,Not Applicable,0.14761742799062588,0.8523825720093741
_CHLORHEXIDINE,BREAST CANCER,NCT02395614,Not Applicable,0.02699673667917716,0.9730032633208228
_RIBAVIRIN,"HEPATITIS B, CHRONIC",NCT03759782,Phase 3,0.0,1.0
_RIFAXIMIN,SPONTANEOUS BACTERIAL PERITONITIS,NCT04159870,Phase 3,0.0365640610374845,0.9634359389625154
_GRANISETRON,SEPSIS,NCT03924518,Phase 2,0.07466374508058377,0.9253362549194162
_NORFLOXACIN,SPONTANEOUS BACTERIAL PERITONITIS,NCT04161768,Phase 3,0.01846083322792199,0.9815391667720781
_TESAMORELIN,MILD COGNITIVE IMPAIRMENT,NCT02572323,Phase 2,0.13657159459447202,0.863428405405528
_SENNOSIDES,COLON CANCER,NCT03475680,Phase 3,0.2601735270087685,0.7398264729912314
_BESIFOVIR,CHRONIC HEPATITIS B,NCT02792088,Phase 3,0.07727122587126041,0.9227287741287395
_ESTRADIOL,COVID,NCT04359329,Phase 2,0.030800386386635736,0.9691996136133642
_ACETATE,HERPES ZOSTER,NCT04258930,Not Applicable,0.16974947186845515,0.830250528131545
_CALCIUM_ACETATE,HERPES ZOSTER,NCT04258930,Not Applicable,0.10124942330187832,0.8987505766981216
_ACETATE,HIV-1 INFECTION,NCT03536234,Phase 2,0.2776413112590616,0.7223586887409383
_TRIPTORELIN,HIV-1 INFECTION,NCT03536234,Phase 2,0.22883724446428008,0.7711627555357201
_PREDNISONE,COVID-19,NCT04451174,Phase 3,0.0005939688347738311,0.9994060311652262
_BUSULFAN,HIV INFECTIONS|AIDS,NCT03517631,Phase 1,0.4530466543229146,0.5469533456770854
_METHYLPREDNISOLONE,COVID-19,NCT04329650,Phase 2,0.008340878479433038,0.9916591215205669
_METHYLPREDNISOLONE,COVID-19 PNEUMONIA,NCT04438980,Phase 3,0.008340878479433038,0.9916591215205669
_DAPTOMYCIN,STAPHYLOCOCCUS AUREUS BACTEREMIA,NCT03138733,Phase 3,0.02929357298532173,0.9707064270146781
_DAPTOMYCIN,ACUTE BACTERIAL SKIN AND SKIN STRUCTURE INFECTION,NCT04298463,,0.11673969039856015,0.8832603096014395
_VANCOMYCIN,ACUTE BACTERIAL SKIN AND SKIN STRUCTURE INFECTION,NCT04298463,,0.1001820655849877,0.8998179344150123
_TEICOPLANIN,ACUTE BACTERIAL SKIN AND SKIN STRUCTURE INFECTION,NCT04298463,,0.26422503445569956,0.7357749655443007
_TEICOPLANIN,BACTERIAL INFECTIONS,NCT03933748,,0.19258752096521733,0.8074124790347829
_AMIKACIN,"SHOCK, SEPTIC",NCT04178148,Not Applicable,0.12791183197393885,0.872088168026061
_AMIKACIN,TUBERCULOSIS,NCT04249531,Phase 1,0.0742483967272763,0.9257516032727235
_AMIKACIN,PNEUMONIA VENTILATOR ASSOCIATED,NCT03149640,Phase 3,0.12791183197393885,0.872088168026061
_LINEZOLID,TUBERCULOSIS,NCT04545788,Not Applicable,0.020263669466686028,0.9797363305333139
_BEDAQUILINE,TUBERCULOSIS,NCT04545788,Not Applicable,0.19125694011818128,0.8087430598818185
_CYCLOSERINE,TUBERCULOSIS,NCT04545788,Not Applicable,0.2443179586398713,0.7556820413601288
_LINEZOLID,TUBERCULOUS MENINGITIS,NCT03898635,,0.17003360084479793,0.8299663991552022
_MEROPENEM,"TUBERCULOSIS, PULMONARY",NCT03174184,Phase 2,0.002433347746239421,0.9975666522537605
_AMOXICILLIN,"TUBERCULOSIS, PULMONARY",NCT03174184,Phase 2,0.0,1.0
_GENTAMICIN,GONORRHEA,NCT03294395,Phase 3,0.016834980694285614,0.9831650193057143
_ERTAPENEM,GONORRHEA,NCT03294395,Phase 3,0.0018003633234534848,0.9981996366765464
_FOSFOMYCIN,GONORRHEA,NCT03294395,Phase 3,0.0358921690981384,0.9641078309018616
_GENTAMICIN_SULFATE,GONORRHEA,NCT03294395,Phase 3,0.42194002818534065,0.5780599718146593
_GANCICLOVIR,TRANSPLANTATION INFECTION|CYTOMEGALOVIRUS INFECTIONS,NCT03699254,Phase 3,0.010748396780627138,0.9892516032193729
_VALGANCICLOVIR,TRANSPLANTATION INFECTION|CYTOMEGALOVIRUS INFECTIONS,NCT03699254,Phase 3,0.04048946089190011,0.9595105391080999
_SIROLIMUS,COVID-19,NCT04341675,Phase 2,0.020897192769846272,0.9791028072301537
_HYDROCORTISONE,"SHOCK, SEPTIC",NCT03592693,Phase 2,0.014471310980725807,0.9855286890192742
_HYDROCORTISONE,COMMUNITY ACQUIRED PNEUMONIA,NCT02517489,Phase 3,0.014471310980725807,0.9855286890192742
_AZITHROMYCIN,LOWER RESPIRATORY TRACT INFECTION,NCT03341273,Not Applicable,0.011566382261292064,0.9884336177387079
_PROCALCITONIN,LOWER RESPIRATORY TRACT INFECTION,NCT03341273,Not Applicable,0.22163407974641033,0.7783659202535899
_LEVAMISOLE,COVID-19,NCT04331470,Phase 2|Phase 3,0.1073782126226746,0.8926217873773254
_BUDESONIDE,COVID-19,NCT04331470,Phase 2|Phase 3,0.011660452760972382,0.9883395472390276
_RUXOLITINIB,CORONAVIRUS INFECTION,NCT04348695,Phase 2,0.38430482875866473,0.6156951712413353
_SIMVASTATIN,CORONAVIRUS INFECTION,NCT04348695,Phase 2,0.12160677273966612,0.8783932272603339
_CYSTEINE,COVID-19,NCT04370288,Phase 1,0.08258960188285357,0.9174103981171465
_CYSTEINE,"TUBERCULOSIS, PULMONARY",NCT03702738,Phase 2,0.08258960188285357,0.9174103981171465
_METFORMIN,HIV/AIDS,NCT04500678,Phase 2|Phase 3,0.13884040479824258,0.8611595952017572
_ASPIRIN,COVID-19,NCT04333407,Not Applicable,0.06452492296076417,0.9354750770392357
_ATORVASTATIN,COVID-19,NCT04333407,Not Applicable,0.04361643412803086,0.956383565871969
_OMEPRAZOLE,COVID-19,NCT04333407,Not Applicable,0.004081389359758235,0.9959186106402417
_RIVAROXABAN,COVID-19,NCT04333407,Not Applicable,0.14693965171038212,0.8530603482896179
_ISONIAZID,TUBERCULOUS MENINGITIS,NCT03787940,Not Applicable,0.009434686900022672,0.9905653130999772
_PRAVASTATIN,TUBERCULOSIS,NCT03456102,Phase 2,0.10121294457311315,0.8987870554268866
_ESMOLOL,SEPTIC SHOCK,NCT03208257,Phase 2,0.3827893999369514,0.6172106000630487
_DEXMEDETOMIDINE,INFECTIVE ENDOCARDITIS,NCT02698930,Not Applicable,0.01486102491379373,0.9851389750862063
_IMATINIB,COVID-19 PNEUMONIA,NCT04346147,Phase 2,0.12107658489717124,0.8789234151028286
_LOPINAVIR,COVID-19 PNEUMONIA,NCT04346147,Phase 2,0.0032448733413751514,0.9967551266586249
_BARICITINIB,COVID-19 PNEUMONIA,NCT04346147,Phase 2,0.1421075902642161,0.8578924097357838
_IMATINIB,PLASMODIUM FALCIPARUM MALARIA (DRUG RESISTANT),NCT03697668,Phase 2,0.23425678312678674,0.765743216873213
_FLUCONAZOLE,CRYPTOCOCCAL MENINGITIS,NCT03945448,Phase 2|Phase 3,0.02463089003255776,0.9753691099674423
_POSACONAZOLE,INVASIVE ASPERGILLOSIS,NCT04218851,Phase 2,0.1314726342257315,0.8685273657742684
_CASPOFUNGIN,FUNGAL INFECTION,NCT03857399,Phase 2,0.07409763721184054,0.9259023627881594
_VORICONAZOLE,INVASIVE PULMONARY ASPERGILLOSIS,NCT03672292,Phase 2,0.14091175618011278,0.8590882438198874
_CLINDAMYCIN,"INFECTIONS, BACTERIAL",NCT04067531,Phase 3,0.07560227472620074,0.9243977252737992
_CHLOROQUINE,COVID,NCT04349371,Phase 2,0.021082104828704783,0.9789178951712952
_CHLOROQUINE_PHOSPHATE,COVID-19 PNEUMONIA,NCT04428268,Phase 2,0.018831178930923453,0.9811688210690764
_CHLOROQUINE,COVID-19 PNEUMONIA,NCT04428268,Phase 2,0.0,1.0
_PROCALCITONIN,PNEUMONIA,NCT03711227,,0.334275454341525,0.6657245456584753
_PROCALCITONIN,"INFLUENZA, HUMAN",NCT02899065,Not Applicable,0.1801806387724045,0.8198193612275955
_IVERMECTIN,COVID-19,NCT04429711,Not Applicable,0.005414929844979223,0.9945850701550207
_IVERMECTIN,CORONAVIRUS INFECTION,NCT04431466,Phase 2,0.005414929844979223,0.9945850701550207
_IVERMECTIN,MALARIA,NCT03967054,Phase 3,0.005414929844979223,0.9945850701550207
_IVERMECTIN,CORONAVIRUS INFECTIONS,NCT04384458,Not Applicable,0.005414929844979223,0.9945850701550207
_RIFABUTIN,PULMONARY TUBERCULOSIS,NCT02256696,Phase 2,0.05312327338755317,0.9468767266124467
_CLOFAZIMINE,COVID-19,NCT04465695,Phase 2,0.017318342050428804,0.9826816579495712
_CLOFAZIMINE,MYCOBACTERIUM AVIUM COMPLEX,NCT02968212,Phase 2,0.20221709059462367,0.7977829094053763
_BEDAQUILINE,TUBERCULOSIS|HIV INFECTIONS,NCT02906007,Phase 1|Phase 2,0.2898855551331838,0.710114444866816
_CO-TRIMOXAZOLE,SPONTANEOUS BACTERIAL PERITONITIS,NCT04395365,Phase 3,0.10092047817069749,0.8990795218293024
_CAMOSTAT,COVID-19,NCT04353284,Phase 2,0.17176678094275272,0.8282332190572472
_CAMOSTAT,CORONA VIRUS INFECTION,NCT04321096,Phase 1|Phase 2,0.11419456401825402,0.8858054359817459
_BUDESONIDE,CHRONIC SINUSITIS,NCT04163978,Phase 2,0.014824892370573549,0.9851751076294265
_BUDESONIDE,SINUSITIS,NCT03584178,Not Applicable,0.015076635634702424,0.9849233643652976
_METRONIDAZOLE,BACTERIAL VAGINOSES,NCT03954990,Phase 1,0.029867825974662546,0.9701321740253374
_PYRIDOSTIGMINE,COVID-19|SARS-COV-2,NCT04343963,Phase 2|Phase 3,0.16956804040266774,0.830431959597332
_PYRIDOSTIGMINE_BROMIDE,COVID-19|SARS-COV-2,NCT04343963,Phase 2|Phase 3,0.4725139965347281,0.527486003465272
_CEFUROXIME,ENDOPHTHALMITIS POSTOPERATIVE,NCT04212078,Phase 1|Phase 2,0.12628991287447858,0.8737100871255216
_NITAZOXANIDE,COVID-19,NCT04463264,Phase 2|Phase 3,0.1258614146702701,0.8741385853297297
_COLCHICINE,COVID,NCT04367168,Phase 2,0.06753979045521542,0.9324602095447845
_COLCHICINE,COVID-19,NCT04360980,Phase 2,0.06753979045521542,0.9324602095447845
_COLCHICINE,CORONAVIRUS INFECTION,NCT04363437,Phase 2,0.07702853630091913,0.9229714636990809
_COLCHICINE,CORONA VIRUS INFECTION,NCT04322682,Phase 3,0.2742634388555677,0.7257365611444322
_TENOFOVIR_ALAFENAMIDE,HIV-1 INFECTION,NCT04301661,,0.16315220132491362,0.8368477986750864
_TRANEXAMIC_ACID,COVID-19,NCT04338074,Phase 2,0.14706740441154284,0.852932595588457
_FAMOTIDINE,COVID-19,NCT04370262,Phase 3,0.09412688334440265,0.9058731166555972
_MARAVIROC,COVID-19,NCT04441385,Phase 2,0.0060552835878985925,0.9939447164121015
_METHYLENE_BLUE,ABSCESS,NCT02240498,Phase 1,0.12433021197371985,0.8756697880262801
_FUROSEMIDE,SEPTIC SHOCK,NCT04156451,Not Applicable,0.1125853881718883,0.8874146118281118
_CEFTAZIDIME,BACTERIAL INFECTION,NCT03978091,Phase 1,0.16899044627839951,0.8310095537216003
_NITROUS_OXIDE,ABSCESS,NCT03127371,Not Applicable,0.2853013308895591,0.7146986691104408
_PRAZOSIN,COVID-19,NCT04365257,Phase 2,0.11071410376629022,0.8892858962337096
_RIFAXIMIN,MICROBIAL COLONIZATION,NCT03529825,Early Phase 1,0.10076185536620866,0.8992381446337913
_ARSENIC_TRIOXIDE,HIV/AIDS,NCT03980665,Phase 1,0.35824969717174426,0.6417503028282562
_BARICITINIB,COVID-19,NCT04321993,Phase 2,0.1584536086040861,0.8415463913959138
_MELOXICAM,ANKYLOSING SPONDYLITIS,NCT04480359,Phase 2|Phase 3,0.06739053751188,0.93260946248812
_ILOPROST,SEPTIC SHOCK,NCT04123444,Phase 2|Phase 3,0.11488422266866243,0.8851157773313374
_CICLESONIDE,COVID-19,NCT04377711,Phase 3,0.02899546652224062,0.9710045334777593
_ORITAVANCIN,GRAM POSITIVE BACTERIAL INFECTIONS,NCT02134301,Phase 1,0.04364200330967697,0.9563579966903231
_PERMETHRIN,MALARIA,NCT04102592,Not Applicable,0.08452508878370497,0.9154749112162951
_CLEVUDINE,COVID-19,NCT04347915,Phase 2,0.10888731313932361,0.8911126868606764
_BICTEGRAVIR,HIV/AIDS,NCT03789968,,0.15746617503556232,0.8425338249644377
_FAVIPIRAVIR,COVID,NCT04445467,Phase 2,0.2276579517801997,0.7723420482198001
_FAVIPIRAVIR,CORONAVIRUS INFECTION,NCT04373733,Phase 3,0.2832488137589748,0.7167511862410252
_PYRONARIDINE,COVID-19,NCT04475107,Phase 2,0.2053304739132537,0.7946695260867463
_BALOXAVIR_MARBOXIL,INFLUENZA,NCT03969212,Phase 3,0.183938791796791,0.8160612082032089
_BALOXAVIR,INFLUENZA,NCT03969212,Phase 3,0.3823989243619376,0.6176010756380624
_CEFIDEROCOL,BLOODSTREAM INFECTIONS,NCT03869437,Phase 2,0.24598585557481412,0.7540141444251858
_D-MANNOSE,URINARY TRACT INFECTIONS,NCT03395288,Phase 2|Phase 3,0.4015328067651506,0.5984671932348493
_LETERMOVIR,CYTOMEGALOVIRUS INFECTION,NCT03728426,Phase 2,0.33332591652765786,0.6666740834723422
_LETERMOVIR,CYTOMEGALOVIRUS (CMV) INFECTION,NCT03940586,Phase 2,0.37495544791337365,0.6250445520866265
_ERAVACYCLINE,BACTERIAL INFECTIONS,NCT03696550,Phase 1,0.23394586609520715,0.7660541339047927
_LAMIVUDINE,CHRONIC LYMPHOCYTIC LEUKEMIA,NCT03528941,,0.1023363291851037,0.8976636708148961
_ENTECAVIR,COLORECTAL NEOPLASMS,NCT02777814,Phase 2,0.0021050290888726636,0.9978949709111273
_AZITHROMYCIN,BACTERIAL INFECTIONS,NCT03925480,Phase 3,0.0,1.0
_SELINEXOR,CORONAVIRUS INFECTION,NCT04349098,Phase 2,0.4190883356257983,0.5809116643742016
_RIFAMPIN,INFECTIVE ENDOCARDITIS,NCT02701608,Phase 3,0.0,1.0
_LEVOFLOXACIN,INFECTIVE ENDOCARDITIS,NCT02701608,Phase 3,0.0,1.0
_OXACILLIN,INFECTIVE ENDOCARDITIS,NCT02701608,Phase 3,0.003416182873730044,0.9965838171262699
_CIPROFLOXACIN,NEPHROLITHIASIS,NCT04374188,Not Applicable,0.0017516279069767443,0.9982483720930233
_LEVOFLOXACIN,NEPHROLITHIASIS,NCT04374188,Not Applicable,0.0,1.0
_HYDROXOCOBALAMIN,SEPTIC SHOCK,NCT03783091,Phase 2,0.1738398251527991,0.8261601748472007
_SODIUM_LACTATE,SEPTIC SHOCK,NCT03528213,Phase 2|Phase 3,0.24807662710212136,0.7519233728978787
_SIROLIMUS,SARS-COV-2|COVID-19,NCT04371640,Phase 1,0.020897192769846272,0.9791028072301537
_AMINOLEVULINIC_ACID,GENITAL WARTS,NCT03948321,Not Applicable,0.17049085211223491,0.829509147887765
_TEDIZOLID,ACUTE BACTERIAL SKIN AND SKIN STRUCTURE INFECTIONS,NCT03176134,Phase 3,0.2861542909976797,0.7138457090023204
