Name,Conditions,NCT_Number,Phases,Prob_unapproval,Prob_approval
_CANDESARTAN,PERIPHERAL NEUROPATHY,NCT03688633,Phase 2,0.16641702464326932,0.8335829753567303
_PANOBINOSTAT,HIV INFECTION,NCT02471430,Phase 1|Phase 2,0.3093944891856927,0.6906055108143072
_DAPAGLIFLOZIN,TYPE 1 DIABETES,NCT03899402,Phase 2|Phase 3,0.04614149439424442,0.9538585056057556
_SEMAGLUTIDE,TYPE 1 DIABETES,NCT03899402,Phase 2|Phase 3,0.24314302100435953,0.7568569789956403
_MOXIFLOXACIN,DIABETES,NCT01984827,Phase 1,0.30880622299404864,0.6911937770059512
_ROFLUMILAST,ASTHMA,NCT04108377,Phase 1,0.170573979661344,0.8294260203386556
_FLUOXETINE,TYPE 1 DIABETES,NCT03228732,Early Phase 1,0.1286861505385089,0.8713138494614907
_PLERIXAFOR,"DIABETES MELLITUS, TYPE 1",NCT03182426,Phase 1|Phase 2,0.20415019795312822,0.7958498020468716
_NALOXONE,"DIABETES MELLITUS, TYPE 1",NCT03149770,Phase 2,0.16661072390261988,0.8333892760973801
_FAMOTIDINE,EOSINOPHILIC ESOPHAGITIS,NCT04248712,Phase 2,0.11433912468798982,0.8856608753120101
_LORATADINE,EOSINOPHILIC ESOPHAGITIS,NCT04248712,Phase 2,0.09574975934860606,0.9042502406513938
_CRIZOTINIB,NEOPLASMS,NCT03194893,Phase 3,0.42463489785440167,0.5753651021455982
_EMPAGLIFLOZIN,TYPE 1 DIABETES,NCT04201496,Phase 1,0.27814783015507244,0.7218521698449274
_EPLERENONE,HIV INFECTION,NCT02740179,Not Applicable,0.24862527407154592,0.7513747259284541
_BARICITINIB,SYSTEMIC LUPUS ERYTHEMATOSUS,NCT03843125,Phase 3,0.26549866711673953,0.7345013328832602
_INDOCYANINE_GREEN,RHEUMATOID ARTHRITIS,NCT02680067,Phase 1,0.48587202674914887,0.5141279732508511
_CYSTEAMINE_BITARTRATE,ASTHMA,NCT03883984,Phase 1,0.29873198925123196,0.7012680107487681
_RESVERATROL,"DIABETES MELLITUS, TYPE 1",NCT03436992,Not Applicable,0.2116811565758702,0.7883188434241297
_GLUCAGON,INSULIN SENSITIVITY,NCT04300049,Not Applicable,0.37258377387004493,0.6274162261299548
_TESAMORELIN,MILD COGNITIVE IMPAIRMENT,NCT02572323,Phase 2,0.2275882457498214,0.7724117542501784
_UPADACITINIB,SYSTEMIC LUPUS ERYTHEMATOSUS,NCT04451772,Phase 2,0.37523966392655383,0.6247603360734463
_ACETATE,HIV-1 INFECTION,NCT03536234,Phase 2,0.08270021213516214,0.9172997878648378
_TRIPTORELIN,HIV-1 INFECTION,NCT03536234,Phase 2,0.4522210809803316,0.5477789190196684
_CYCLOPHOSPHAMIDE,GRAFT VS HOST DISEASE,NCT03357159,Phase 2,0.04113595138268799,0.9588640486173119
_CYCLOPHOSPHAMIDE,MULTIPLE SCLEROSIS,NCT03477500,Phase 3,0.004840344698293652,0.9951596553017064
_TACROLIMUS,HEMATOLOGICAL MALIGNANCY,NCT01349101,Phase 2,0.12624720733378003,0.8737527926662199
_BUSULFAN,HEMATOLOGICAL MALIGNANCY,NCT01349101,Phase 2,0.19392481186937352,0.8060751881306261
_MYCOPHENOLATE_MOFETIL,HEMATOLOGICAL MALIGNANCY,NCT01349101,Phase 2,0.157283551099506,0.842716448900494
_BUSULFAN,HIV INFECTIONS|AIDS,NCT03517631,Phase 1,0.11160525188562004,0.8883947481143798
_FLUDARABINE,GRAFT VS HOST DISEASE,NCT03263767,Phase 2,0.07747931792340892,0.9225206820765911
_OLAPARIB,PROSTATE CANCER,NCT03810105,Phase 2,0.41565688563688646,0.5843431143631136
_PREDNISOLONE,ASTHMA IN CHILDREN,NCT03962894,,0.08645807240498973,0.9135419275950103
_HYDROXYCHLOROQUINE,MULTIPLE SCLEROSIS,NCT03109288,Phase 1|Phase 2,0.19935600043290677,0.8006439995670932
_PIOGLITAZONE,MULTIPLE SCLEROSIS,NCT03109288,Phase 1|Phase 2,0.12866649450169965,0.8713335054983001
_CLEMASTINE,MULTIPLE SCLEROSIS,NCT03109288,Phase 1|Phase 2,0.4579884176972813,0.5420115823027186
_ACETAMINOPHEN,MULTIPLE SCLEROSIS,NCT03824938,Phase 1|Phase 2,0.20884093700370698,0.791159062996293
_ASPIRIN,MULTIPLE SCLEROSIS,NCT03824938,Phase 1|Phase 2,0.11598460054703827,0.8840153994529615
_DEXAMETHASONE,GRAFT VS HOST DISEASE,NCT00391170,Phase 2,0.029925194494314786,0.9700748055056851
_MELATONIN,MULTIPLE SCLEROSIS,NCT04035889,Not Applicable,0.41910162527507167,0.5808983747249283
_CHOLECALCIFEROL,ATOPIC DERMATITIS,NCT02537509,Phase 2,0.02145440918723488,0.978545590812765
_METFORMIN,HIV/AIDS,NCT04500678,Phase 2|Phase 3,0.037768066974950755,0.9622319330250491
_IBRUTINIB,GRAFT VS HOST DISEASE,NCT04235036,Phase 2,0.4030987001608295,0.5969012998391705
_RIFABUTIN,PULMONARY TUBERCULOSIS,NCT02256696,Phase 2,0.12518484622353712,0.8748151537764626
_BEDAQUILINE,TUBERCULOSIS|HIV INFECTIONS,NCT02906007,Phase 1|Phase 2,0.4414542217749146,0.5585457782250852
_TRIAMCINOLONE,ASTHMA IN CHILDREN,NCT04002362,Phase 2,0.27205706830097204,0.727942931699028
_TENOFOVIR_ALAFENAMIDE,HIV-1 INFECTION,NCT04301661,,0.18733012522486095,0.8126698747751391
_ALPRAZOLAM,TYPE 1 DIABETES,NCT03635437,Phase 1|Phase 2,0.1555030851592501,0.8444969148407497
_RIFAXIMIN,MICROBIAL COLONIZATION,NCT03529825,Early Phase 1,0.2317476988717155,0.7682523011282842
_PENTOSTATIN,SICKLE CELL DISEASE,NCT03077542,Phase 1|Phase 2,0.4397130551556356,0.5602869448443645
_ARSENIC_TRIOXIDE,HIV/AIDS,NCT03980665,Phase 1,0.470200206404938,0.529799793595062
_BARICITINIB,ATOPIC DERMATITIS,NCT03952559,Phase 3,0.26882061431653165,0.7311793856834682
_BICTEGRAVIR,HIV/AIDS,NCT03789968,,0.1393575571441336,0.8606424428558662
_UPADACITINIB,ATOPIC DERMATITIS,NCT03569293,Phase 3,0.35975360744691615,0.6402463925530839
_PREDNISONE,NEWLY DIAGNOSED MULTIPLE MYELOMA,NCT03742297,Phase 3,0.006692141550090502,0.9933078584499094
_MELPHALAN,NEWLY DIAGNOSED MULTIPLE MYELOMA,NCT03742297,Phase 3,0.13177007997920004,0.8682299200207999
_CARFILZOMIB,NEWLY DIAGNOSED MULTIPLE MYELOMA,NCT03742297,Phase 3,0.16851631799425287,0.8314836820057468
_PREDNISONE,DIFFUSE LARGE B CELL LYMPHOMA,NCT02767674,Phase 3,0.004840344698293651,0.9951596553017064
_CYCLOPHOSPHAMIDE,DIFFUSE LARGE B CELL LYMPHOMA,NCT02767674,Phase 3,0.0005668697154286754,0.9994331302845714
_GEMCITABINE,DIFFUSE LARGE B CELL LYMPHOMA,NCT02767674,Phase 3,0.050067737996700806,0.949932262003299
_EPIRUBICIN,DIFFUSE LARGE B CELL LYMPHOMA,NCT02767674,Phase 3,0.07342652495351133,0.9265734750464886
_VINDESINE,DIFFUSE LARGE B CELL LYMPHOMA,NCT02767674,Phase 3,0.237189366837055,0.7628106331629451
_METHOTREXATE,DIFFUSE LARGE B CELL LYMPHOMA,NCT04214626,Phase 2,0.03071746933993696,0.9692825306600629
_LENALIDOMIDE,DIFFUSE LARGE B CELL LYMPHOMA,NCT04214626,Phase 2,0.07828206423844694,0.9217179357615528
_METHOTREXATE,ACUTE LYMPHOBLASTIC LEUKEMIA PH POSITIVE,NCT01376427,Not Applicable,0.028907080887565523,0.9710929191124344
_VINCRISTINE,ACUTE LYMPHOBLASTIC LEUKEMIA PH POSITIVE,NCT01376427,Not Applicable,0.12042629357987159,0.8795737064201282
_DEXAMETHASONE,ACUTE LYMPHOBLASTIC LEUKEMIA PH POSITIVE,NCT01376427,Not Applicable,0.010397049819712434,0.9896029501802875
_METHOTREXATE,PERIPHERAL T CELL LYMPHOMA,NCT03321890,Phase 2,0.03071746933993696,0.9692825306600629
_TACROLIMUS,ACUTE MYELOID LEUKEMIA,NCT03467386,Phase 1,0.22537146978103376,0.7746285302189664
_BUSULFAN,LYMPHOMA,NCT03151876,Phase 2,0.1291152165610402,0.8708847834389597
_CLADRIBINE,LYMPHOMA,NCT03151876,Phase 2,0.11137689693883715,0.8886231030611629
_FLUDARABINE,PERIPHERAL T CELL LYMPHOMA,NCT04083495,Phase 2,0.2414635667748247,0.7585364332251753
_BENDAMUSTINE,PERIPHERAL T CELL LYMPHOMA,NCT04083495,Phase 2,0.38677847994035547,0.6132215200596446
_GEMCITABINE,MULTIPLE MYELOMA,NCT03442673,Phase 2,0.08644477343344809,0.9135552265665516
_MITOXANTRONE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02733380,Phase 2,0.09923251647308627,0.9007674835269138
_DEXAMETHASONE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02733380,Phase 2,0.016159467105776412,0.9838405328942236
_THALIDOMIDE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02733380,Phase 2,0.09910811316712602,0.9008918868328739
_GEMCITABINE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT04182204,Phase 3,0.15260389849509623,0.8473961015049036
_VEDOTIN,DIFFUSE LARGE B-CELL LYMPHOMA,NCT04182204,Phase 3,0.4844455168566586,0.5155544831433414
_GEMCITABINE,NK/T CELL LYMPHOMA,NCT04230330,Phase 1,0.14483067831662397,0.855169321683376
_DEXAMETHASONE,NK/T CELL LYMPHOMA,NCT04230330,Phase 1,0.007960437682661376,0.9920395623173386
_METHYLPREDNISOLONE,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT03913559,Phase 2,0.14404423777140016,0.8559557622285997
_ACETAMINOPHEN,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT03913559,Phase 2,0.39899625490909096,0.601003745090909
_DIPHENHYDRAMINE,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT03913559,Phase 2,0.27868912946851243,0.7213108705314875
_METHYLPREDNISOLONE,MULTIPLE MYELOMA,NCT03110822,Phase 1,0.047124353231294096,0.9528756467687058
_RUXOLITINIB,MULTIPLE MYELOMA,NCT03110822,Phase 1,0.4068777212031209,0.5931222787968791
_CLADRIBINE,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT03318419,Phase 2,0.10549538485850167,0.8945046151414984
_CYTARABINE,DIFFUSE LARGE B CELL LYMPHOMA,NCT03072771,Phase 1,0.336136868184441,0.6638631318155588
_MELPHALAN,DIFFUSE LARGE B CELL LYMPHOMA,NCT03072771,Phase 1,0.49076303256110654,0.5092369674388935
_ETOPOSIDE,DIFFUSE LARGE B CELL LYMPHOMA,NCT03072771,Phase 1,0.28682225053617133,0.7131777494638287
_ELTROMBOPAG,SEVERE APLASTIC ANEMIA,NCT04304820,Phase 2,0.48676498678827146,0.5132350132117286
_PREDNISOLONE,CARDIAC SARCOIDOSIS,NCT03705884,Not Applicable,0.028099493734379623,0.9719005062656204
_HYDROXYCHLOROQUINE,MULTIPLE MYELOMA,NCT04163107,Phase 1,0.11874253423619056,0.8812574657638095
_ACETAMINOPHEN,MULTIPLE MYELOMA,NCT04268498,Phase 2,0.07982239623519094,0.920177603764809
_DIPHENHYDRAMINE,MULTIPLE MYELOMA,NCT04268498,Phase 2,0.0749796254265652,0.9250203745734349
_MONTELUKAST,MULTIPLE MYELOMA,NCT04268498,Phase 2,0.0018517968517968518,0.9981482031482031
_PROCARBAZINE,PRIMARY CENTRAL NERVOUS SYSTEM LYMPHOMA,NCT03495960,Phase 2,0.25303715836669716,0.7469628416333027
_TEMOZOLOMIDE,PRIMARY CENTRAL NERVOUS SYSTEM LYMPHOMA,NCT03495960,Phase 2,0.34783668092334663,0.652163319076653
_IFOSFAMIDE,DIFFUSE LARGE B CELL LYMPHOMA,NCT03736616,Phase 2,0.18892492615345627,0.8110750738465436
_DEXAMETHASONE,LYMPHOMA,NCT02436707,Phase 2,0.0037312986235786953,0.9962687013764213
_IBRUTINIB,LYMPHOMA,NCT02436707,Phase 2,0.30927591217452965,0.6907240878254703
_MESNA,LYMPHOMA,NCT02436707,Phase 2,0.26900071311047996,0.7309992868895202
_DEXAMETHASONE,WALDENSTRÖM MACROGLOBULINEMIA,NCT04463953,Phase 2,0.016159467105776412,0.9838405328942236
_ZANUBRUTINIB,WALDENSTRÖM MACROGLOBULINEMIA,NCT04463953,Phase 2,0.30811185715280215,0.6918881428471977
_LENALIDOMIDE,MANTLE CELL LYMPHOMA,NCT04109872,,0.09253331507077026,0.9074666849292297
_LENALIDOMIDE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT04404283,Phase 3,0.073401820470744,0.926598179529256
_LENALIDOMIDE,NON HODGKIN LYMPHOMA,NCT02180711,Phase 1|Phase 2,0.11146124381348833,0.8885387561865115
_POMALIDOMIDE,RELAPSED OR REFRACTORY MULTIPLE MYELOMA,NCT04191616,Phase 2,0.31204551256637675,0.6879544874336232
_RUXOLITINIB,LYMPHOMA,NCT02974647,Phase 2,0.316900513935891,0.683099486064109
_PENTOXIFYLLINE,ACUTE LYMPHOBLASTIC LEUKEMIA,NCT02451774,Phase 2|Phase 3,0.11079557308457418,0.8892044269154258
_SIMVASTATIN,LYMPHOMA,NCT04514029,Early Phase 1,0.32437807255794565,0.6756219274420542
_BORTEZOMIB,DIFFUSE LARGE B CELL LYMPHOMA,NCT03129828,Phase 1|Phase 2,0.1154778933368891,0.8845221066631109
_IBRUTINIB,DIFFUSE LARGE B CELL LYMPHOMA,NCT03129828,Phase 1|Phase 2,0.14488983065871852,0.8551101693412814
_CARFILZOMIB,MANTLE CELL LYMPHOMA,NCT03891355,Phase 2,0.17517101287154577,0.824828987128454
_CARFILZOMIB,MULTIPLE MYELOMA,NCT03989414,Phase 1|Phase 2,0.16891321739518436,0.8310867826048153
_IXAZOMIB,MANTLE CELL LYMPHOMA,NCT03616782,Phase 2,0.35567763742282726,0.6443223625771723
_IBRUTINIB,NON-HODGKIN'S LYMPHOMA,NCT03198026,Phase 2,0.4030987001608295,0.5969012998391705
_DECITABINE,HODGKIN LYMPHOMA,NCT03250962,Phase 2,0.07196288472639881,0.9280371152736011
_DECITABINE,NON HODGKIN LYMPHOMA,NCT04337606,Phase 1|Phase 2,0.15722614946854846,0.8427738505314515
_BENDAMUSTINE,DIFFUSE LARGE B CELL LYMPHOMA,NCT02753062,Phase 2,0.22611690021214673,0.773883099787853
_BENDAMUSTINE,MULTIPLE MYELOMA,NCT04083898,Phase 1|Phase 2,0.25520515521470766,0.7447948447852923
_BENDAMUSTINE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT02763319,Phase 2|Phase 3,0.14264615343094555,0.8573538465690543
_DOXYCYCLINE,"LYMPHOMA, T-CELL, CUTANEOUS",NCT03116659,Early Phase 1,0.2949542971475885,0.7050457028524114
_IMIQUIMOD,"LYMPHOMA, T-CELL, CUTANEOUS",NCT03116659,Early Phase 1,0.38841831572614155,0.6115816842738584
_LAMIVUDINE,CHRONIC LYMPHOCYTIC LEUKEMIA,NCT03528941,,0.0611853861568751,0.9388146138431249
_PLERIXAFOR,MULTIPLE MYELOMA,NCT03406091,,0.31042315369956835,0.6895768463004314
_DACARBAZINE,HODGKIN LYMPHOMA,NCT03033914,Phase 1|Phase 2,0.3015598210181277,0.6984401789818719
_ALBUTEROL,MYASTHENIA GRAVIS,NCT03914638,Phase 2|Phase 3,0.006344039663720629,0.9936559603362793
_TUCIDINOSTAT,DIFFUSE LARGE B-CELL LYMPHOMA,NCT04231448,Phase 3,0.27322924198832793,0.7267707580116719
_BARICITINIB,UVEITIS,NCT04088409,Phase 3,0.26882061431653165,0.7311793856834682
_DANAZOL,IMMUNE THROMBOCYTOPENIA,NCT04481282,Phase 2,0.3990774051811307,0.6009225948188691
_TERBUTALINE,IMMUNE THROMBOCYTOPENIA,NCT04481282,Phase 2,0.12606489781745844,0.8739351021825414
_ENASIDENIB,RELAPSED REFRACTORY MULTIPLE MYELOMA,NCT03732703,Phase 1|Phase 2,0.4285945827086765,0.5714054172913234
_ZANUBRUTINIB,DIFFUSE LARGE B CELL LYMPHOMA,NCT04460248,Phase 2,0.333328909082608,0.666671090917392
_ABIRATERONE,METASTATIC PROSTATE CANCER,NCT04262154,Phase 2,0.34068156296578755,0.6593184370342126
_TYROSINE,NSCLC,NCT04318938,Phase 2,0.44646756110002017,0.5535324388999799
_RUXOLITINIB,LEUKEMIA,NCT02723994,Phase 2,0.3678554389259603,0.6321445610740395
_LORLATINIB,NON SMALL CELL LUNG CANCER,NCT02927340,Phase 2,0.4431192351893294,0.5568807648106706
_LORLATINIB,"CARCINOMA, NON-SMALL-CELL LUNG",NCT03052608,Phase 3,0.3542164119287542,0.6457835880712456
_GADOTERIDOL,MULTIPLE SCLEROSIS,NCT03396822,,0.4592935433788173,0.5407064566211826
_TASQUINIMOD,MULTIPLE MYELOMA,NCT04405167,Phase 1,0.4874178535745352,0.5125821464254646
_ENZASTAURIN,DIFFUSE LARGE B-CELL LYMPHOMA,NCT03263026,Phase 3,0.40069685789937715,0.5993031421006227
_ENZASTAURIN_HYDROCHLORIDE,DIFFUSE LARGE B-CELL LYMPHOMA,NCT03263026,Phase 3,0.40571583728843136,0.5942841627115686
_PREDNISONE,IDIOPATHIC MEMBRANOUS NEPHROPATHY,NCT03549663,Not Applicable,0.0005668697154286753,0.9994331302845713
_TACROLIMUS,IDIOPATHIC MEMBRANOUS NEPHROPATHY,NCT03549663,Not Applicable,0.0,1.0
_PREDNISOLONE,POLYMYALGIA RHEUMATICA,NCT03576794,Phase 3,0.0021185864763846414,0.9978814135236154
_LEFLUNOMIDE,POLYMYALGIA RHEUMATICA,NCT03576794,Phase 3,0.02636833400429387,0.9736316659957059
_LIPOIC_ACID,MULTIPLE SCLEROSIS,NCT03161028,Phase 2,0.16705883728305326,0.8329411627169463
_SODIUM_CHLORIDE,ALLERGIC ASTHMA,NCT04035109,Phase 1|Phase 2,0.19218426661192178,0.8078157333880782
_FAMOTIDINE,LYMPHOMA,NCT03647072,Phase 3,0.07524045443086572,0.924759545569134
_ALBUTEROL_SULFATE,ASTHMA,NCT03847896,Phase 3,0.20261873382359027,0.7973812661764095
_PYRIDOXAMINE,ABDOMINAL OBESITY METABOLIC SYNDROME,NCT02954588,Not Applicable,0.30416497736905507,0.6958350226309448
_METHOTREXATE,JUVENILE IDIOPATHIC ARTHRITIS,NCT04169828,Not Applicable,0.0015715795733936562,0.9984284204266064
_METFORMIN,RHEUMATOID ARTHRITIS|CARDIOVASCULAR DISEASES,NCT02246257,Not Applicable,0.0008787182769703913,0.9991212817230296
_SIMVASTATIN,RHEUMATOID ARTHRITIS|CARDIOVASCULAR DISEASES,NCT02246257,Not Applicable,0.10549615713731271,0.8945038428626871
_LOSARTAN,RHEUMATOID ARTHRITIS|CARDIOVASCULAR DISEASES,NCT02246257,Not Applicable,0.05570883401194375,0.9442911659880561
_TOFACITINIB,JUVENILE IDIOPATHIC ARTHRITIS,NCT01500551,Phase 3,0.17261146234417699,0.8273885376558229
_BARICITINIB,JUVENILE IDIOPATHIC ARTHRITIS,NCT03773978,Phase 3,0.26882061431653165,0.7311793856834682
_UPADACITINIB,JUVENILE IDIOPATHIC ARTHRITIS,NCT03725007,Phase 1,0.4465268758290104,0.5534731241709897
_ACETATE,"MULTIPLE SCLEROSIS|MULTIPLE SCLEROSIS, RELAPSING-REMITTING",NCT04002934,Phase 2,0.13380960540916972,0.8661903945908302
_BAZEDOXIFENE,"MULTIPLE SCLEROSIS|MULTIPLE SCLEROSIS, RELAPSING-REMITTING",NCT04002934,Phase 2,0.25570636421840637,0.7442936357815934
_BAZEDOXIFENE_ACETATE,"MULTIPLE SCLEROSIS|MULTIPLE SCLEROSIS, RELAPSING-REMITTING",NCT04002934,Phase 2,0.30483592975738744,0.6951640702426127
_MELATONIN,RELAPSING REMITTING MULTIPLE SCLEROSIS,NCT03498131,Early Phase 1,0.46219794854921525,0.5378020514507846
_BUDESONIDE,ACUTE ASTHMA,NCT04016220,Phase 1,0.007434892327172399,0.9925651076728275
_ACETIC_ACID,ATOPIC DERMATITIS|ECZEMA,NCT03775590,Not Applicable,0.27257347416254346,0.7274265258374567
_TESTOSTERONE,"MULTIPLE SCLEROSIS, RELAPSING-REMITTING",NCT03910738,Phase 2,0.04053478022928072,0.9594652197707192
_TESTOSTERONE_UNDECANOATE,"MULTIPLE SCLEROSIS, RELAPSING-REMITTING",NCT03910738,Phase 2,0.2135850377685703,0.7864149622314295
_UNDECANOATE,"MULTIPLE SCLEROSIS, RELAPSING-REMITTING",NCT03910738,Phase 2,0.4785253269896104,0.5214746730103897
_TOFACITINIB,DEPRESSION|INFLAMMATION,NCT04141904,Phase 1|Phase 2,0.06573605040897114,0.9342639495910288
_CAPSAICIN,COUGH,NCT03722849,Not Applicable,0.15852356638701562,0.8414764336129842
_ADENOSINE,COUGH,NCT03722849,Not Applicable,0.08050559845163327,0.9194944015483667
