Name,Conditions,NCT_Number,Phases,Prob_unapproval,Prob_approval
_ERTUGLIFLOZIN,TYPE 2 DIABETES,NCT04029480,Phase 3,0.20800154344269103,0.7919984565573092
_EVOGLIPTIN,"DIABETES MELLITUS, TYPE 2",NCT04326166,,0.35854042324924607,0.641459576750754
_CLOPIDOGREL,DIABETES MELLITUS TYPE 2,NCT04305587,Phase 1,0.06464747782124329,0.9353525221787566
_CHLORHEXIDINE,DIABETIC FOOT ULCER,NCT03503370,Phase 2,0.2510377198551612,0.7489622801448391
_MANNITOL,DIABETIC PERIPHERAL NEUROPATHY,NCT02728687,Phase 1|Phase 2,0.4822521588705041,0.5177478411294958
_MENTHOL,DIABETIC PERIPHERAL NEUROPATHY,NCT02728687,Phase 1|Phase 2,0.23092742842655387,0.7690725715734463
_RIFAXIMIN,TYPE 2 DIABETES,NCT03758144,Not Applicable,0.18847640018802536,0.8115235998119745
_NIACIN,TYPE 2 DIABETES MELLITUS|OBESITY,NCT03867500,Early Phase 1,0.3192331665418755,0.6807668334581245
_DONEPEZIL,"DIABETES MELLITUS, TYPE 2",NCT04507438,Phase 2,0.15040472967961455,0.8495952703203856
_SALSALATE,PCOS,NCT03229408,Phase 2,0.2335429575508015,0.7664570424491985
_RESVERATROL,"DIABETES MELLITUS, TYPE 1",NCT03436992,Not Applicable,0.29684721277086945,0.7031527872291307
_GLUCAGON,INSULIN SECRETION,NCT04347252,Phase 1,0.28181854176439,0.71818145823561
_METHYLNALTREXONE,PANCREATIC CANCER,NCT04083651,Phase 2|Phase 3,0.4572148639217437,0.5427851360782563
_BRIVANIB,OVARIAN CANCER,NCT03895788,Phase 1,0.4336043466370518,0.5663956533629482
_ANAGLIPTIN,TYPE 2 DIABETES,NCT04267601,,0.40760727809796327,0.5923927219020367
_RELAMORELIN,GASTROPARESIS|DIABETES MELLITUS,NCT03420781,Phase 3,0.43301370419514257,0.5669862958048575
_ETELCALCETIDE,SECONDARY HYPERPARATHYROIDISM|CHRONIC KIDNEY DISEASE,NCT03633708,Phase 3,0.3459182780798696,0.6540817219201301
_EXENATIDE,SMOKING CESSATION,NCT02975297,Phase 1|Phase 2,0.0013004313625983252,0.9986995686374017
_ALPRAZOLAM,TYPE 1 DIABETES,NCT03635437,Phase 1|Phase 2,0.3042762260945748,0.6957237739054252
_NIRAPARIB,PANCREATIC ADENOCARCINOMA,NCT03404960,Phase 1|Phase 2,0.3257168150026204,0.6742831849973796
_PACLITAXEL,PANCREATIC ADENOCARCINOMA,NCT03703063,Phase 1,0.4328441611893695,0.5671558388106306
_FLUOROURACIL,PANCREATIC ADENOCARCINOMA,NCT03193190,Phase 1|Phase 2,0.42820404335687007,0.5717959566431297
_HYDROCORTISONE,CARDIOGENIC SHOCK,NCT03773822,Phase 3,0.0012016412661195778,0.9987983587338805
_DEXAMETHASONE,CUSHING DISEASE,NCT03974789,,0.09404170761340103,0.905958292386599
_ANLOTINIB,THYROID CANCER,NCT04309136,Phase 2,0.42408009976908345,0.5759199002309167
_TYROSINE,THYROID CANCER,NCT04521348,Phase 2,0.39301851518783215,0.6069814848121677
_LIOTHYRONINE,HYPOTHYROIDISM,NCT03053115,Phase 2|Phase 3,0.13421266705235715,0.8657873329476429
_PIOGLITAZONE,BLADDER CANCER,NCT01935466,,0.12214914377619131,0.8778508562238088
_METFORMIN,"RENAL INSUFFICIENCY, CHRONIC",NCT02895750,Phase 2,0.006416920099529997,0.9935830799004699
_BUPIVACAINE,THYROID DISEASES,NCT04471597,Not Applicable,0.044760862465814934,0.955239137534185
_BUPIVACAINE_HYDROCHLORIDE,THYROID DISEASES,NCT04471597,Not Applicable,0.0856125052872353,0.9143874947127647
_PYRIDOXAMINE,"DIABETES MELLITUS, TYPE 2",NCT03778580,Not Applicable,0.28198851956798215,0.7180114804320179
_MONTELUKAST,OVARIAN HYPERSTIMULATION SYNDROME,NCT03794037,Phase 2,0.1963008831209113,0.8036991168790886
_MIFEPRISTONE,TYPE 2 DIABETES MELLITUS|INSULIN RESISTANCE,NCT03052400,Phase 2,0.19265424362651293,0.8073457563734873
_METFORMIN,DIABETIC RETINOPATHY,NCT02587741,Early Phase 1,0.0,1.0
_TREPROSTINIL,DIABETIC FOOT ULCER,NCT03654989,Phase 1|Phase 2,0.18686269820647794,0.8131373017935222
