Name,Conditions,NCT_Number,Phases,Prob_unapproval,Prob_approval
_FLUOROURACIL,COLORECTAL CANCER METASTATIC,NCT04245865,Phase 2,0.12393742624731477,0.8760625737526848
_TOCOTRIENOL,COLORECTAL CANCER METASTATIC,NCT04245865,Phase 2,0.40381139095452256,0.5961886090454774
_CAPECITABINE,COLON CANCER,NCT01918527,Phase 3,0.0316237791687645,0.9683762208312356
_EVEROLIMUS,SOFT TISSUE SARCOMA,NCT03114527,Phase 2,0.16358969325960251,0.8364103067403974
_RIBOCICLIB,SOFT TISSUE SARCOMA,NCT03114527,Phase 2,0.4867653055916473,0.5132346944083526
_RIBOCICLIB,BREAST NEOPLASM,NCT03283384,Phase 2,0.4798699216128599,0.5201300783871401
_GEMCITABINE,ADVANCED PANCREATIC CANCER,NCT04098081,Phase 2,0.12340324777785844,0.8765967522221416
_GALETERONE,ADVANCED PANCREATIC CANCER,NCT04098081,Phase 2,0.39835890907583255,0.6016410909241674
_PACLITAXEL,GASTRIC CANCER,NCT03801668,Phase 3,0.05886359983111171,0.9411364001688883
_PACLITAXEL,PANCREATIC CANCER,NCT04054362,Phase 2,0.0637109334184403,0.9362890665815597
_PARICALCITOL,PANCREATIC CANCER,NCT04054362,Phase 2,0.20845873345289978,0.7915412665471006
_PACLITAXEL,GASTROINTESTINAL STROMAL TUMORS,NCT03944304,Phase 2,0.025673379704393092,0.9743266202956069
_ENTINOSTAT,BREAST NEOPLASM,NCT03280563,Phase 1|Phase 2,0.5583076038710104,0.44169239612898964
_ABEMACICLIB,BREAST NEOPLASM,NCT03280563,Phase 1|Phase 2,0.43240669019609745,0.5675933098039024
_ENTINOSTAT,MYELODYSPLASTIC SYNDROME,NCT02936752,Phase 1,0.8485989233409275,0.1514010766590729
_ENTINOSTAT,NEUROENDOCRINE TUMORS,NCT03211988,Phase 2,0.7410321272004968,0.25896787279950323
_ARGININE,GASTRIC CANCER,NCT01704664,Not Applicable,0.18453064800611169,0.8154693519938883
_GLUTAMINE,GASTRIC CANCER,NCT01704664,Not Applicable,0.1270961062587741,0.872903893741226
_LIDOCAINE,PANCREATIC CANCER,NCT04048278,Early Phase 1,0.0039465348161464905,0.9960534651838536
_LIDOCAINE_HYDROCHLORIDE,PANCREATIC CANCER,NCT04048278,Early Phase 1,0.26242094437049607,0.7375790556295039
_THIOTEPA,BREAST CANCER,NCT01646034,Phase 3,0.14552998976924103,0.854470010230759
_LEUCOVORIN,RECTAL CANCER,NCT03000374,Phase 2,0.07104281820313661,0.9289571817968633
_LEUCOVORIN,COLORECTAL CANCER METASTATIC,NCT03164655,Phase 2,0.14156845440668822,0.8584315455933119
_IRINOTECAN,COLORECTAL CANCER METASTATIC,NCT03164655,Phase 2,0.08163537436686054,0.9183646256331395
_HYDROCORTISONE,PROSTATE CANCER,NCT00859781,Phase 2,0.36278771420105516,0.6372122857989447
_KETOCONAZOLE,PROSTATE CANCER,NCT00859781,Phase 2,0.7864967726324723,0.21350322736752753
_PREDNISOLONE,PROSTATIC NEOPLASMS,NCT04034095,,0.042724642487581656,0.9572753575124182
_LEUCOVORIN_CALCIUM,METASTATIC COLORECTAL CANCER,NCT04097444,Phase 2,0.37866762001001364,0.6213323799899862
_IRINOTECAN_HYDROCHLORIDE,METASTATIC COLORECTAL CANCER,NCT04097444,Phase 2,0.47618372082789734,0.5238162791721028
_HYDROXYCHLOROQUINE,PROSTATE CANCER,NCT03513211,Phase 1|Phase 2,0.25212006233755213,0.7478799376624481
_HYDROXYCHLOROQUINE,GASTROINTESTINAL CANCER,NCT04214418,Phase 1|Phase 2,0.4400500967036754,0.5599499032963245
_COBIMETINIB,GASTROINTESTINAL CANCER,NCT04214418,Phase 1|Phase 2,0.7426296505790058,0.2573703494209947
_OCTREOTIDE,GASTRO-ENTEROPANCREATIC NEUROENDOCRINE TUMOR,NCT03972488,Phase 3,0.20729031163947365,0.7927096883605261
_DEXAMETHASONE,METASTATIC COLORECTAL CANCER,NCT03626922,Phase 1,0.21703986832454714,0.782960131675453
_FOLIC_ACID,METASTATIC COLORECTAL CANCER,NCT03626922,Phase 1,0.3694682453444243,0.6305317546555758
_PEMETREXED,METASTATIC COLORECTAL CANCER,NCT03626922,Phase 1,0.32068669923791016,0.6793133007620898
_SOMATOSTATIN,HEPATOCELLULAR CARCINOMA,NCT02799212,Phase 3,0.1507754153410187,0.8492245846589812
_PROPRANOLOL,GASTRIC CANCER,NCT04005365,Phase 2,0.15542368744651502,0.844576312553485
_PROPRANOLOL,COLORECTAL NEOPLASMS,NCT03919461,Phase 2,0.015487861731058239,0.9845121382689419
_ETODOLAC,COLORECTAL NEOPLASMS,NCT03919461,Phase 2,0.2518718396339059,0.7481281603660942
_SERTRALINE,MYELODYSPLASTIC SYNDROME,NCT02452983,Phase 1,0.423030589286942,0.576969410713058
_FOLIC_ACID,MUCOSITIS,NCT03581773,Phase 2,0.0670473591232251,0.9329526408767751
_ANLOTINIB,OVARIAN CANCER,NCT03924882,Phase 2,0.09647588215072961,0.9035241178492704
_ANLOTINIB,SOFT TISSUE SARCOMA,NCT03890068,Phase 2,0.12819871366415522,0.8718012863358449
_ANLOTINIB,HEPATOCELLULAR CARCINOMA,NCT03945799,Phase 1|Phase 2,0.02893615155830644,0.9710638484416936
_ANLOTINIB,GASTROINTESTINAL STROMAL TUMORS,NCT04106024,Phase 2,0.13703213379136345,0.8629678662086365
_ANLOTINIB,"CARCINOMA, HEPATOCELLULAR",NCT04066543,Phase 2,0.09943986403958009,0.9005601359604198
_ASCORBIC_ACID,COLORECTAL NEOPLASMS,NCT02969681,Phase 3,0.16799297880134442,0.8320070211986551
_AZACITIDINE,PANCREATIC CANCER,NCT01845805,Phase 2,0.3685439200489819,0.6314560799510182
_AZACITIDINE,HEAD AND NECK CANCER,NCT03019003,Phase 1|Phase 2,0.575305888297001,0.42469411170299914
_TEMOZOLOMIDE,METASTATIC COLORECTAL CANCER,NCT03832621,Phase 2,0.20212718706912094,0.7978728129308793
_TEMOZOLOMIDE,COLORECTAL CANCER,NCT04166435,Phase 2,0.4358448962046975,0.5641551037953024
_OLAPARIB,COLORECTAL CANCER,NCT04166435,Phase 2,0.5656106535593994,0.4343893464406007
_SUNITINIB,BREAST CANCER,NCT02790580,Phase 2,0.11067878141793587,0.8893212185820638
_SUNITINIB,STOMACH NEOPLASMS,NCT03170180,Phase 2,0.09829311560663836,0.9017068843933616
_IMATINIB,STOMACH NEOPLASMS,NCT03170180,Phase 2,0.12935679237964112,0.8706432076203587
_GEFITINIB,STOMACH NEOPLASMS,NCT03170180,Phase 2,0.16101195442106636,0.8389880455789335
_SUNITINIB,GASTROINTESTINAL STROMAL TUMORS,NCT03673501,Phase 3,0.23110943461592712,0.7688905653840729
_SUNITINIB,PANCREATIC NEUROENDOCRINE TUMORS,NCT02282059,,0.07937257238253771,0.9206274276174624
_DOXORUBICIN,GASTRIC CANCER,NCT04358341,Phase 2,0.002412855590777614,0.9975871444092224
_IRINOTECAN,GASTRIC CANCER,NCT04358341,Phase 2,0.05106624301780615,0.9489337569821938
_DOXORUBICIN_HYDROCHLORIDE,OVARIAN CANCER,NCT04337632,Phase 3,0.06972504838319533,0.9302749516168047
_LUTEIN,PROSTATE CANCER,NCT04136353,Phase 3,0.6541613372369528,0.3458386627630473
_DAROLUTAMIDE,PROSTATE CANCER,NCT04136353,Phase 3,0.49268141458317233,0.5073185854168277
_CURCUMIN,PROSTATE CANCER,NCT03769766,Phase 3,0.35146187909696996,0.6485381209030298
_CURCUMIN,BREAST CANCER,NCT03980509,Phase 1,0.5469970610372653,0.45300293896273464
_VITAMIN_E,BREAST CANCER,NCT04463459,Not Applicable,0.535900704563732,0.46409929543626816
_METFORMIN,BREAST CANCER,NCT04559308,Phase 2,0.026874433260699188,0.9731255667393008
_METFORMIN,FAMILIAL ADENOMATOUS POLYPOSIS,NCT01725490,Phase 2,0.03606202020483587,0.9639379797951642
_METFORMIN,COLON CANCER,NCT03359681,Phase 2,0.03554892402699281,0.9644510759730074
_METFORMIN_HYDROCHLORIDE,COLON CANCER,NCT03359681,Phase 2,0.2821114457190158,0.7178885542809844
_PEMETREXED,COLORECTAL CANCER,NCT02588781,Phase 2,0.09078000976559462,0.9092199902344056
_ASPIRIN,COLORECTAL CANCER,NCT03957902,Phase 2,0.060051781055804485,0.9399482189441956
_ASPIRIN,COLON CANCER,NCT03464305,Phase 3,0.0042312770575822466,0.9957687229424178
_ASPIRIN,HEAD AND NECK CANCER,NCT03245489,Phase 1,0.06571286483791008,0.9342871351620902
_CLOPIDOGREL,HEAD AND NECK CANCER,NCT03245489,Phase 1,0.18642563615550423,0.8135743638444959
_ICOSAPENT,COLON CANCER,NCT03661047,Phase 2,0.28231566598322466,0.7176843340167752
_ICOSAPENT_ETHYL,COLON CANCER,NCT03661047,Phase 2,0.23450394165230365,0.7654960583476964
_ATORVASTATIN,BREAST CANCER,NCT02958852,Phase 2,0.12654341132026528,0.8734565886797349
_FLUOROURACIL,GASTRIC CANCER,NCT04379596,Phase 2,0.286800951912996,0.713199048087004
_FLUOROURACIL,RECTAL CANCER,NCT03299660,Phase 2,0.24955151138895457,0.7504484886110453
_IRINOTECAN,ADVANCED COLORECTAL CANCER,NCT04337879,Phase 1|Phase 2,0.07210962241049017,0.9278903775895097
_MIDAZOLAM,BREAST CANCER,NCT04172220,Not Applicable,0.026465166294538083,0.9735348337054619
_ROSUVASTATIN,OVARIAN CANCER,NCT03532139,Phase 2,0.4895759301718188,0.5104240698281812
_ROSUVASTATIN,RECTAL CANCER,NCT02569645,Phase 2,0.3305837537660057,0.6694162462339945
_SIMVASTATIN,CIRRHOSIS,NCT02968810,Phase 2,0.27488305534471386,0.7251169446552865
_CANDESARTAN,PERIPHERAL NEUROPATHY,NCT03688633,Phase 2,0.3386874393031426,0.6613125606968575
_BUPROPION,WILSON DISEASE,NCT04526210,Phase 1,0.11514471508309,0.88485528491691
_BUPROPION_HYDROCHLORIDE,WILSON DISEASE,NCT04526210,Phase 1,0.5212144962967122,0.47878550370328765
_DEXMEDETOMIDINE,BREAST CANCER,NCT03109990,Not Applicable,0.005066519574395706,0.9949334804256043
_SORAFENIB,"CARCINOMA, HEPATOCELLULAR",NCT02794337,Phase 2|Phase 3,0.05072816697836262,0.9492718330216375
_CELECOXIB,WILSON DISEASE,NCT04526197,Phase 1,0.21784532163018866,0.7821546783698115
_LOSARTAN,PANCREATIC CANCER,NCT03563248,Phase 2,0.3893963620055818,0.6106036379944181
_REGORAFENIB,GASTRIC CANCER,NCT03627728,Phase 2,0.14663759819650538,0.8533624018034947
_REGORAFENIB,RECTAL CANCER,NCT02910843,Phase 1,0.19042160904248073,0.809578390957519
_REGORAFENIB,"CARCINOMA, HEPATOCELLULAR",NCT03347292,Phase 1,0.23328925006411105,0.7667107499358891
_TRAMETINIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.38644950739955314,0.6135504926004468
_DABRAFENIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.3306517428852056,0.6693482571147943
_LAPATINIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.5738133379375155,0.42618666206248457
_NILOTINIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.09378510603851485,0.9062148939614851
_PALBOCICLIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.17890925079419975,0.8210907492057998
_OLAPARIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.2957409395862715,0.7042590604137289
_CAPMATINIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.5937510181785407,0.40624898182145947
_CERITINIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.40848307051072863,0.5915169294892713
_GLASDEGIB,SOFT TISSUE SARCOMA,NCT03784014,Phase 3,0.30590767200675073,0.6940923279932492
_TRAMETINIB,METASTATIC COLORECTAL CANCER,NCT03668431,Phase 2,0.6030499687981119,0.3969500312018882
_DABRAFENIB,METASTATIC COLORECTAL CANCER,NCT03668431,Phase 2,0.686558316459986,0.31344168354001417
_LENVATINIB,BREAST CANCER,NCT03168074,Phase 2,0.2607271296828846,0.7392728703171155
_VENETOCLAX,BREAST CANCER,NCT04298918,Phase 1|Phase 2,0.5387863954153363,0.46121360458466365
_VENETOCLAX,MYELODYSPLASTIC SYNDROME,NCT02942290,Phase 1,0.5553305570957532,0.44466944290424687
_NERATINIB,BREAST NEOPLASM,NCT01670877,Phase 2,0.5798490175116848,0.42015098248831534
_NERATINIB,METASTATIC COLORECTAL CANCER,NCT03457896,Phase 2,0.6476796433923184,0.35232035660768146
_ABEMACICLIB,PROSTATE CANCER,NCT03706365,Phase 2,0.409774879024528,0.590225120975472
_ABEMACICLIB,BREAST CANCER,NCT04565054,Phase 3,0.33601953807071994,0.6639804619292801
_METFORMIN_HYDROCHLORIDE,BREAST CANCER,NCT04170465,Phase 2,0.27480544466747703,0.7251945553325231
_IBRUTINIB,PROSTATE CANCER,NCT02643667,Phase 1|Phase 2,0.5129978970841012,0.48700210291589885
_DECITABINE,BREAST NEOPLASM,NCT03295552,Phase 2,0.12165639403036335,0.8783436059696367
_DAPAGLIFLOZIN,PCOS,NCT04213677,Phase 3,0.24144578388248308,0.7585542161175168
_DICLOFENAC,BREAST CANCER,NCT04511832,Not Applicable,0.13811943643627125,0.8618805635637287
_WARFARIN,PANCREATIC CANCER,NCT03536208,Early Phase 1,0.43570487103248773,0.5642951289675122
_PYRIMETHAMINE,MYELODYSPLASTIC SYNDROME,NCT03057990,Phase 1,0.5421601169749644,0.45783988302503564
_CEFAZOLIN,BREAST NEOPLASM,NCT03742908,Not Applicable,0.110569718795642,0.889430281204358
_LAMIVUDINE,COLORECTAL CANCER METASTATIC,NCT03144804,Phase 2,0.6409261575404392,0.35907384245956087
_OLANZAPINE,GASTRIC CANCER,NCT03575637,Phase 2,0.08877500920711538,0.9112249907928843
_CARVEDILOL,PROSTATE CANCER,NCT02944201,Phase 2,0.5551253006095287,0.44487469939047136
_CARVEDILOL,BREAST CANCER,NCT03879629,Phase 2,0.5595999798791699,0.44040002012083007
_FENTANYL,PANCREATIC CANCER,NCT03434678,Phase 3,0.01950566009236741,0.9804943399076326
_BUPIVACAINE,PANCREATIC CANCER,NCT03434678,Phase 3,0.0013491189427312774,0.9986508810572687
_PROPOFOL,PANCREATIC CANCER,NCT03434678,Phase 3,0.011165841699071507,0.9888341583009285
_ROCURONIUM,PANCREATIC CANCER,NCT03434678,Phase 3,0.11964771317805412,0.880352286821946
_ONDANSETRON,RECTAL CANCER,NCT03182179,Not Applicable,0.04014281975162394,0.959857180248376
_KETAMINE,COLORECTAL CANCER,NCT03273231,Not Applicable,0.01462015751836304,0.9853798424816368
_OXYCODONE,COLORECTAL CANCER,NCT03253133,Phase 1,0.17825394443984266,0.8217460555601575
_BLEOMYCIN,GASTRIC CANCER,NCT04139070,Phase 1,0.4680865277811456,0.5319134722188544
_ROCURONIUM,PROSTATE CANCER,NCT03808077,Phase 2,0.1350404053870709,0.8649595946129289
_NEOSTIGMINE,GASTRIC CANCER,NCT04205097,Not Applicable,0.1158073393374475,0.8841926606625526
_SUGAMMADEX,GASTRIC CANCER,NCT04205097,Not Applicable,0.08457033350158766,0.9154296664984123
_MITOMYCIN,COLORECTAL CANCER,NCT02614534,Phase 3,0.04766993466347589,0.9523300653365241
_CRIZOTINIB,NEOPLASMS,NCT03194893,Phase 3,0.4540842492566358,0.5459157507433642
_ALECTINIB,NEOPLASMS,NCT03194893,Phase 3,0.6022713462212504,0.39772865377874966
_APATINIB,PANCREATIC CANCER,NCT04415385,Phase 2,0.008274201895700377,0.9917257981042996
_APATINIB,COLORECTAL CANCER,NCT04446091,Phase 1|Phase 2,0.08294167867007733,0.9170583213299226
_APATINIB,COLORECTAL NEOPLASMS,NCT03743428,Not Applicable,0.09164119581894069,0.9083588041810593
_APATINIB,HEAD AND NECK CANCER,NCT03654612,Phase 1|Phase 2,0.008274201895700377,0.9917257981042996
_SAVOLITINIB,PROSTATE CANCER,NCT03385655,Phase 2,0.4992448487055762,0.5007551512944238
_TOPOTECAN,OVARIAN CANCER,NCT03763123,Phase 1,0.3537345413408044,0.6462654586591955
_FLOXURIDINE,COLORECTAL NEOPLASMS,NCT04552093,Phase 2|Phase 3,0.29105259329337657,0.7089474067066232
_TALAZOPARIB,BREAST CANCER,NCT04039230,Phase 1|Phase 2,0.7098852973654476,0.29011470263455214
_TALAZOPARIB,PANCREATIC CANCER,NCT03637491,Phase 2,0.566324718739907,0.4336752812600932
_BINIMETINIB,PANCREATIC CANCER,NCT03637491,Phase 2,0.6280074611156354,0.3719925388843647
_MEGESTROL_ACETATE,BREAST CANCER,NCT03306472,Phase 2,0.12164815407771266,0.8783518459222874
_ARTESUNATE,COLORECTAL CANCER,NCT03093129,Phase 2,0.34191106279417455,0.6580889372058255
_PIRARUBICIN,SOFT TISSUE SARCOMA,NCT04126811,Phase 2,0.04456552718270863,0.9554344728172913
_TOCOTRIENOL,BREAST CANCER,NCT03855423,Not Applicable,0.48703891192568854,0.5129610880743113
_MIRTAZAPINE,BREAST CANCER,NCT02336750,Phase 3,0.10574875561682945,0.8942512443831707
_AXITINIB,GASTROINTESTINAL STROMAL TUMORS,NCT04258956,Phase 2,0.4724335593594305,0.5275664406405695
_TIVOZANIB,HEPATOCELLULAR CARCINOMA,NCT03970616,Phase 1|Phase 2,0.756107634143679,0.2438923658563211
_CHLORHEXIDINE,BREAST CANCER,NCT02395614,Not Applicable,0.382405609526971,0.617594390473029
_ZOLPIDEM,PROSTATIC NEOPLASMS,NCT03436745,Phase 1,0.2988526424824882,0.7011473575175118
_TEGAFUR,GASTRIC CANCER,NCT03006705,Phase 3,0.16042342303648027,0.8395765769635198
_FOLINIC_ACID,RECTAL CANCER,NCT02704520,Phase 2|Phase 3,0.7820156982818033,0.21798430171819674
_FOLINIC_ACID,COLORECTAL CANCER METASTATIC,NCT03751176,Phase 2,0.9022309982475444,0.09776900175245565
_FOLINIC_ACID,ADVANCED COLORECTAL CANCER,NCT04252456,Not Applicable,0.9166918875989124,0.08330811240108763
_TRABECTEDIN,SOFT TISSUE SARCOMA,NCT02367924,,0.5208702151712503,0.4791297848287497
_EPACADOSTAT,RECTAL CANCER,NCT03516708,Phase 1,0.696601280255203,0.30339871974479704
_MEBENDAZOLE,COLORECTAL CANCER,NCT03925662,Phase 3,0.18320613568611688,0.8167938643138832
_RUCAPARIB,BREAST CANCER,NCT03911453,Early Phase 1,0.5335037945225831,0.466496205477417
_ZAFIRLUKAST,OVARIAN CANCER,NCT04339140,Phase 2,0.6952775908025488,0.304722409197451
_PERFLUTREN,HEPATOCELLULAR CARCINOMA|LIVER CANCER,NCT03199274,Early Phase 1,0.4286822882876569,0.571317711712343
_SULFUR_HEXAFLUORIDE,CIRRHOSIS,NCT03407001,Early Phase 1,0.6896419388871554,0.31035806111284464
_SULINDAC,COLORECTAL NEOPLASMS,NCT01349881,Phase 3,0.8728660015015538,0.12713399849844628
_EFLORNITHINE,COLORECTAL NEOPLASMS,NCT01349881,Phase 3,0.7865841230404983,0.21341587695950182
_TESTOSTERONE,PROSTATE CANCER,NCT03716739,Phase 2,0.2793020304333697,0.7206979695666305
_TESTOSTERONE_CYPIONATE,PROSTATE CANCER,NCT03716739,Phase 2,0.43470949566202266,0.5652905043379773
_TESTOSTERONE_ENANTHATE,PROSTATE CANCER,NCT02090114,Phase 2,0.5135390342384802,0.48646096576151976
_NICLOSAMIDE,FAMILIAL ADENOMATOUS POLYPOSIS,NCT04296851,Phase 2,0.3434182094403081,0.6565817905596919
_LOPERAMIDE,COLORECTAL CANCER METASTATIC,NCT03705442,Phase 2,0.14204117913241604,0.857958820867584
_INDOCYANINE_GREEN,HEPATOCELLULAR CARCINOMA,NCT04258566,Phase 1,0.5878040940293097,0.4121959059706902
_PYRUVATE,PROSTATE CANCER,NCT02913131,Phase 1|Phase 2,0.7852944500491478,0.21470554995085223
_PYRUVATE,BREAST CANCER,NCT03121989,Phase 1,0.6348279740169448,0.36517202598305526
_PACRITINIB,BREAST CANCER,NCT04520269,Phase 1|Phase 2,0.7959862100053043,0.20401378999469558
_NORFLOXACIN,SPONTANEOUS BACTERIAL PERITONITIS,NCT04161768,Phase 3,0.1274286928301906,0.8725713071698094
_PROFLAVINE,BARRETT'S ESOPHAGUS,NCT02018367,Phase 2,0.7083486811586801,0.2916513188413204
_DOXEPIN,BREAST CANCER,NCT02447211,Phase 2,0.17055447900549153,0.8294455209945084
_TOMIVOSERTIB,BREAST CANCER,NCT04261218,Phase 1,0.805409859877212,0.19459014012278772
_FRUQUINTINIB,METASTATIC COLORECTAL CANCER,NCT03977090,Phase 1,0.44795472854787993,0.55204527145212
_FRUQUINTINIB,COLORECTAL CANCER,NCT04431791,,0.3381435129848653,0.6618564870151346
_SALSALATE,PCOS,NCT03229408,Phase 2,0.465203600496372,0.534796399503628
_METHYLNALTREXONE,PANCREATIC CANCER,NCT04083651,Phase 2|Phase 3,0.4556675937415753,0.5443324062584247
_SENNOSIDES,COLON CANCER,NCT03475680,Phase 3,0.3799955414806388,0.6200044585193611
_BRIVANIB,OVARIAN CANCER,NCT03895788,Phase 1,0.5327927667384575,0.4672072332615425
_ETELCALCETIDE,SECONDARY HYPERPARATHYROIDISM|CHRONIC KIDNEY DISEASE,NCT03633708,Phase 3,0.5808687104443017,0.4191312895556985
_IMETELSTAT,MYELODYSPLASTIC SYNDROME,NCT02598661,Phase 2|Phase 3,0.7483212218857386,0.25167877811426154
_CATECHIN,CIRRHOSIS,NCT03278925,Phase 1,0.8291486293969526,0.17085137060304734
_SECRETIN,PANCREATIC CANCER,NCT03404661,,0.8835123375727878,0.116487662427212
_TIPIRACIL,COLORECTAL CANCER,NCT03974594,Phase 1,0.38519317265545944,0.6148068273445406
_TRIFLURIDINE,COLORECTAL CANCER,NCT03974594,Phase 1,0.21514540779763006,0.7848545922023703
